username,platform,followers,following,posts_count,engagement_rate,avg_likes,avg_comments,avg_shares,avg_saves,posting_frequency,audience_age_18_24_pct,audience_india_pct,is_fake_flag,follower_history_30d,content_category,bio
@travel_growth_hacks_0,Instagram,207953,58,29,0.0010580268453720568,200.32162889739396,33.33409145392403,5.577673574406087,2.3515308603091905,0.6906905475593785,35.85120700932332,80.20732508398667,True,"[157859, 157803, 157804, 157710, 157650, 157679, 157687, 157632, 157649, 157710, 157612, 157673, 157712, 157681, 157613, 323975, 324066, 324034, 323953, 323873, 323942, 323962, 324023, 324068, 324075, 324169, 324145, 324155, 324220, 324243]",travel,"Digital nomad traveling full-time. Documenting hidden gems, budget tips, and solo female travel. ✈️"
@travel_growth_hacks_1,Instagram,80226,66,25,0.0012234699090052678,79.6980639513436,8.335111729283813,0.9579730071189101,1.2400597994625064,0.9899582219701601,17.946404994941574,68.63196276928942,True,"[30199, 30174, 30116, 30070, 30157, 30186, 30207, 30142, 30187, 30120, 30096, 30193, 30220, 30231, 30267, 94447, 94515, 94570, 94516, 94423, 94387, 94341, 94284, 94372, 94447, 94410, 94441, 94421, 94503, 94495]",travel,"Digital nomad traveling full-time. Documenting hidden gems, budget tips, and solo female travel. ✈️"
@food_growth_hacks_2,Instagram,260806,141,50,0.0027445572090061925,615.5210417166049,59.33822017617608,18.43531815119323,12.427693518480815,0.22727317704331146,28.269106343145168,65.34937439923722,True,"[210716, 210638, 210663, 210721, 210706, 210619, 210596, 210695, 210700, 210794, 210866, 210769, 210813, 210849, 210856, 419500, 419454, 419482, 419405, 419392, 419383, 419473, 419548, 419501, 419501, 419437, 419519, 419593, 419553, 419580]",food,Gourmet cooking made simple. Let's make restaurant-quality dishes in your home kitchen.
@gaming_growth_hacks_3,Instagram,969508,238,64,0.0018258841804879437,1416.3193124235727,174.5840769921913,14.714898851918788,40.48119939146763,1.330210628952458,16.90344197789731,67.70760845580457,True,"[919574, 919536, 919448, 919523, 919612, 919530, 919528, 919442, 919494, 919547, 919473, 919469, 919478, 919432, 919506, 1695112, 1695097, 1695040, 1695047, 1695092, 1695033, 1694996, 1695095, 1695124, 1695112, 1695115, 1695040, 1694985, 1694953, 1694970]",gaming,Indie game developer & reviewer. Behind-the-scenes game creation and gameplay analysis.
@tech_growth_hacks_4,Instagram,69478,130,73,0.0026490885006343664,149.1989267921042,15.773501827279585,3.4882045993124673,2.131267302701766,0.28523658821503495,35.08082755239856,93.91486900496629,True,"[19565, 19579, 19574, 19630, 19691, 19630, 19550, 19537, 19522, 19516, 19561, 19595, 19691, 19611, 19592, 75174, 75142, 75214, 75164, 75103, 75093, 75078, 75034, 74984, 75068, 75057, 75129, 75139, 75050, 75149]",tech,"Software Engineer sharing the latest in AI, coding tutorials, and tech reviews. Let's build the future! 🚀"
@gaming_growth_hacks_5,Instagram,69480,108,43,0.0010343682479979541,61.817613596025495,4.225495804430343,1.0867204126041667,1.8363649635106896,0.47128428144101275,22.576747460076174,80.42853012519286,True,"[19536, 19528, 19513, 19604, 19703, 19714, 19757, 19688, 19648, 19741, 19756, 19764, 19813, 19725, 19741, 75325, 75325, 75395, 75327, 75419, 75336, 75274, 75293, 75328, 75276, 75200, 75278, 75228, 75246, 75269]",gaming,Indie game developer & reviewer. Behind-the-scenes game creation and gameplay analysis.
@food_growth_hacks_6,Instagram,1054755,377,24,0.002290479501973537,2019.211785120987,264.2212752166608,47.317814134236215,32.30727063184071,0.5426480747805956,31.52836561416394,67.12590593146085,True,"[1004805, 1004720, 1004712, 1004811, 1004910, 1004825, 1004768, 1004722, 1004808, 1004884, 1004959, 1004933, 1004865, 1004931, 1004971, 1848775, 1848797, 1848894, 1848924, 1848826, 1848889, 1848849, 1848881, 1848968, 1848895, 1848819, 1848741, 1848751, 1848706, 1848726]",food,"Street food hunter, culinary traveler, and restaurant reviewer. Eating my way around the world. 🌍"
@travel_growth_hacks_7,Instagram,312122,226,27,0.0027703976155464298,698.3505217293695,125.50516099106991,18.56701863546059,7.599265479368195,0.5669791540471234,14.875053013013158,87.99604604674138,True,"[262049, 262144, 262077, 262066, 262107, 262119, 262042, 262131, 262169, 262099, 262007, 261981, 261991, 261977, 261886, 511583, 511556, 511642, 511736, 511644, 511616, 511652, 511685, 511656, 511667, 511741, 511835, 511884, 511969, 511917]",travel,"Luxury hotel reviewer, flight hacker, and cultural explorer. 80+ countries and counting."
@finance_growth_hacks_8,Instagram,48814,58,61,0.0013304636698660717,61.02401392814669,11.06246735850235,1.6648132453291382,1.5997436910188851,0.4735279934322608,19.410319425849735,81.21730986571501,True,"[1057, 979, 1053, 1124, 1069, 1132, 1125, 1087, 1146, 1092, 997, 936, 902, 974, 1067, 40118, 40074, 40102, 40082, 40178, 40185, 40272, 40196, 40290, 40226, 40318, 40272, 40194, 40181, 40226]",finance,"Real estate investor, dividend growth enthusiast, and credit score strategist."
@food_growth_hacks_9,Instagram,222757,184,50,0.0011368062653464548,229.50826235171118,12.725820414031173,6.543625581708951,4.766666267768618,1.1072019988027837,16.41104202967301,76.56151650682642,True,"[172805, 172839, 172812, 172726, 172758, 172725, 172688, 172757, 172800, 172761, 172723, 172705, 172686, 172646, 172572, 350777, 350762, 350850, 350885, 350965, 350988, 350949, 350958, 350859, 350817, 350803, 350818, 350848, 350841, 350830]",food,"Recipe developer sharing quick, easy, and delicious 30-minute meals for family dinners. 🍳"
@gaming_growth_hacks_10,Instagram,49260,280,29,0.0021596345907624968,94.98875901928668,6.809409976914795,2.758472920655675,1.396085124325842,0.5345872500128814,19.518938723960428,86.43375047445228,True,"[1061, 991, 901, 997, 1019, 1072, 1064, 1141, 1156, 1199, 1176, 1156, 1086, 1123, 1201, 40609, 40681, 40758, 40813, 40757, 40817, 40856, 40849, 40860, 40943, 40868, 40795, 40788, 40794, 40805]",gaming,Indie game developer & reviewer. Behind-the-scenes game creation and gameplay analysis.
@fashion_growth_hacks_11,Instagram,49089,335,72,0.0015668518921466389,71.9947899558229,8.990389325613272,0.9491187020255593,1.96041080111536,0.7300976601456713,18.958379571171506,73.64953268223016,True,"[1050, 1117, 1073, 1128, 1125, 1073, 1061, 1103, 1050, 1018, 1096, 1013, 944, 921, 852, 40123, 40066, 40049, 40016, 40010, 39923, 39989, 39967, 40020, 40109, 40013, 40089, 40104, 40100, 40188]",fashion,"Creative director. Sharing high-fashion editorial concepts, makeup tips, and seasonal lookbooks."
@gaming_growth_hacks_12,Instagram,141909,238,61,0.002499670427353169,331.5521024724167,43.71442025794507,5.125366553805612,6.535833506579951,0.6444000845445792,38.718568083291046,61.40903481392683,True,"[91942, 92001, 92045, 92113, 92196, 92292, 92298, 92379, 92397, 92429, 92346, 92332, 92405, 92342, 92295, 205822, 205788, 205779, 205747, 205822, 205778, 205868, 205853, 205919, 205914, 205963, 205874, 205964, 205909, 205823]",gaming,"Speedrunner, gaming historian, and RPG enthusiast. Completing games 100% so you don't have to."
@tech_growth_hacks_13,Instagram,5597,119,11,0.000880955864461976,4.0379218316645025,0.7416716089612846,0.08592452006204356,0.05798169388174706,1.0792509597446112,35.48726880998732,88.78158213315203,True,"[1053, 987, 1008, 1057, 980, 1043, 1135, 1057, 963, 926, 961, 1052, 1032, 1075, 991, 5468, 5506, 5531, 5452, 5506, 5576, 5596, 5521, 5617, 5673, 5643, 5629, 5604, 5605, 5574]",tech,"Gadget enthusiast, reviewer, and minimalist workspace curator. Business: techreviews@inbox.com"
@tech_growth_hacks_14,Instagram,7425,386,54,0.0025717682775061456,17.302252610473584,2.202137815636762,0.42694876039311513,0.5071199338378898,0.4781153549423611,30.71828018339569,82.60660149093333,True,"[1061, 1068, 1065, 1053, 1099, 1053, 1123, 1189, 1107, 1183, 1132, 1125, 1147, 1123, 1029, 6969, 7039, 6976, 6919, 6978, 6947, 7023, 7063, 7019, 6922, 7011, 6929, 6973, 6971, 7022]",tech,"Helping you navigate the digital landscape. Web3, DevOps, and future tech insights."
@fashion_growth_hacks_15,Instagram,42470,327,16,0.0010539910011813254,40.45536829481191,4.294154869893994,0.8750945907186356,0.7874722303911044,0.8432907036040749,36.05383591788832,77.18075430833227,True,"[986, 1035, 1002, 1042, 997, 948, 873, 812, 736, 743, 795, 733, 677, 674, 718, 34694, 34789, 34793, 34750, 34671, 34610, 34556, 34492, 34395, 34401, 34356, 34450, 34460, 34499, 34425]",fashion,"Streetwear culture, sneaker reviews, and urban fashion lookbooks. Stay fly."
@gaming_growth_hacks_16,Instagram,21606,250,42,0.0016011719953400257,28.632644728201566,1.9963521361151124,0.8252292399401082,0.5598994491874338,1.2509619034192025,10.080271678086572,75.76762966161958,True,"[981, 896, 921, 832, 762, 774, 735, 833, 757, 809, 830, 888, 834, 838, 829, 18113, 18102, 18174, 18272, 18234, 18258, 18279, 18327, 18416, 18358, 18301, 18333, 18265, 18200, 18116]",gaming,"FPS competitive player and streamer. Daily highlights, game patch analysis, and pro tips. 🎮"
@food_growth_hacks_17,Instagram,158161,151,26,0.0022673895746975832,324.7051116814655,42.35383346470785,7.710999061612417,9.247023894463561,1.2029592373054239,38.52358833419057,94.9850345907108,True,"[108186, 108218, 108304, 108290, 108298, 108327, 108408, 108473, 108388, 108322, 108284, 108333, 108346, 108304, 108229, 234757, 234794, 234833, 234921, 234921, 234920, 234837, 234745, 234732, 234697, 234648, 234567, 234659, 234726, 234741]",food,Plant-based food blogger making vegan recipes that actually taste amazing. 🌱
@travel_growth_hacks_18,Instagram,25284,251,63,0.0009379768198449316,20.818791589673282,2.758964304282927,0.3240055901162652,0.6232919172745105,0.7102389819078042,13.930396868513396,70.0810200745915,True,"[1062, 1155, 1150, 1132, 1097, 1018, 951, 934, 934, 966, 947, 999, 907, 825, 776, 21003, 20927, 20981, 21053, 21117, 21018, 21091, 21084, 20995, 20998, 21022, 21022, 21011, 20922, 20876]",travel,"Luxury hotel reviewer, flight hacker, and cultural explorer. 80+ countries and counting."
@travel_growth_hacks_19,Instagram,11867,92,78,0.0020221791677049123,20.05913051254297,1.769954884378892,0.4215783357827523,0.4221449669243214,0.23049288179413158,14.457862551483673,78.85032021963558,True,"[1098, 1180, 1173, 1097, 1163, 1163, 1206, 1207, 1162, 1228, 1324, 1273, 1283, 1260, 1344, 10837, 10838, 10913, 10985, 10941, 10999, 10982, 11068, 11069, 11133, 11090, 11050, 11067, 11166, 11164]",travel,Van life creator traveling across North America with my dog. Living on the open road. 🚐
@fitness_growth_hacks_20,Instagram,889551,243,48,0.0016383615421662527,1236.2689618425056,114.11177680663911,29.608602758450328,26.50060316323838,0.4269874244810503,35.780265525047994,73.30032891329293,True,"[839606, 839515, 839563, 839604, 839666, 839644, 839676, 839740, 839836, 839836, 839744, 839744, 839762, 839835, 839909, 1551549, 1551538, 1551543, 1551535, 1551579, 1551561, 1551591, 1551522, 1551516, 1551609, 1551577, 1551615, 1551644, 1551714, 1551784]",fitness,"Calisthenics athlete. No gym, no excuses. Just pure dedication and gravity-defying moves. 🤸‍♂️"
@fitness_growth_hacks_21,Instagram,70356,355,12,0.0006710518679538787,42.23982599149697,8.8825345066312,1.2650202084165454,1.0532638876612186,0.7075600606923759,23.251893508114435,72.09479685550787,True,"[20276, 20302, 20376, 20365, 20403, 20483, 20393, 20452, 20411, 20386, 20316, 20322, 20335, 20393, 20327, 76611, 76527, 76601, 76624, 76573, 76655, 76584, 76577, 76528, 76480, 76382, 76442, 76522, 76557, 76489]",fitness,Helping busy professionals lose fat and gain muscle. Science-based training & macro-friendly meals.
@food_growth_hacks_22,Instagram,109238,273,39,0.0011252455610192532,113.9213195079507,9.819129047103372,2.015708445642719,2.240167193334393,0.4320879826986045,27.387214161052082,85.63259187787334,True,"[59252, 59266, 59364, 59324, 59419, 59450, 59405, 59418, 59455, 59503, 59413, 59434, 59434, 59514, 59472, 146862, 146921, 146942, 146913, 146940, 146964, 146999, 147043, 147074, 147141, 147166, 147246, 147275, 147237, 147226]",food,"Street food hunter, culinary traveler, and restaurant reviewer. Eating my way around the world. 🌍"
@tech_growth_hacks_23,Instagram,11647,164,39,0.0010019869866251907,10.712921426121037,2.117770121762376,0.18551727383390024,0.21464297146485672,0.48153829099730894,38.29507408173547,71.48021986360816,True,"[933, 1015, 1103, 1196, 1156, 1230, 1290, 1284, 1200, 1250, 1196, 1231, 1265, 1245, 1314, 10631, 10642, 10561, 10540, 10493, 10418, 10392, 10441, 10394, 10371, 10398, 10373, 10407, 10402, 10425]",tech,"Deep diving into cybersecurity, web development, and cloud computing. Code daily. 💻"
@food_growth_hacks_24,Instagram,43626,276,54,0.0016606688408067009,65.5774524857303,10.677864852239363,0.8088007387962328,0.7152490917494921,0.15209697951458698,38.47032364786413,88.846687867605,True,"[1099, 1023, 970, 977, 955, 930, 1019, 1058, 1066, 1083, 1128, 1205, 1235, 1301, 1324, 36224, 36311, 36267, 36305, 36249, 36238, 36186, 36159, 36255, 36229, 36309, 36337, 36250, 36206, 36299]",food,"Professional pastry chef | Baking tutorials and sweet treats. Life is short, eat dessert first! 🧁"
@tech_growth_hacks_25,Instagram,116585,274,51,0.0005533936368409266,59.22820858118411,5.5830345483529635,0.7414470086993985,1.261060928160233,0.19605421395409825,38.36246928910319,61.51777629147101,True,"[66638, 66580, 66524, 66597, 66563, 66493, 66573, 66474, 66545, 66474, 66400, 66351, 66286, 66318, 66224, 159492, 159395, 159452, 159400, 159365, 159300, 159211, 159259, 159264, 159313, 159309, 159364, 159366, 159288, 159288]",tech,"Gadget enthusiast, reviewer, and minimalist workspace curator. Business: techreviews@inbox.com"
@gaming_growth_hacks_26,Instagram,17562,155,55,0.0005778765987758598,9.63908400313094,1.7972762883048454,0.17856858452247934,0.11720390293950511,1.097361840855935,30.6046310640093,76.5993759956186,True,"[989, 1068, 1033, 963, 889, 913, 930, 972, 949, 968, 927, 928, 915, 973, 896, 14945, 14975, 15050, 15060, 15133, 15120, 15197, 15180, 15245, 15225, 15270, 15233, 15196, 15147, 15237]",gaming,E-sports caster and tech setup reviewer. Streaming live every Mon-Wed-Fri.
@tech_growth_hacks_27,Instagram,173433,82,16,0.0023469899962217894,375.200469953384,54.32250777684375,8.152844192635879,7.966154428519064,0.561504373982687,31.08096318596814,70.81446410904685,True,"[123358, 123329, 123362, 123412, 123485, 123529, 123622, 123642, 123613, 123628, 123571, 123602, 123547, 123469, 123538, 262284, 262258, 262310, 262324, 262385, 262454, 262548, 262611, 262633, 262661, 262567, 262652, 262717, 262671, 262608]",tech,"Software Engineer sharing the latest in AI, coding tutorials, and tech reviews. Let's build the future! 🚀"
